,spam,text,crowd,spanish,language,english
3094,0,"staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323
",0,"staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323
",und,"staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323
"
3095,0,"Have you emigrated or something? Ok maybe 5.30 was a bit hopeful...
",0,"¿Has emigrado o algo así? Ok tal vez 5.30 tenía un poco de esperanza ...
",en,"Have you emigrated or something? Ok maybe 5.30 was a bit hopeful...
"
3096,0,"Olol i printed out a forum post by a guy with the exact same  prob which was fixed with a gpu replacement. Hopefully they dont ignore that.
",0,"Olol Imprimí una publicación de foro de un tipo con exactamente el mismo problema que se solucionó con un reemplazo de GPU. Ojalá no ignoren eso.
",en,"Olol i printed out a forum post by a guy with the exact same  prob which was fixed with a gpu replacement. Hopefully they dont ignore that.
"
3097,0,"We walked from my moms. Right on stagwood pass right on winterstone left on victors hill. Address is &lt;#&gt;
",0,"Caminamos de mis mamás. Justo en Stagwood Pass justo en Winterstone a la izquierda en Victors Hill. La dirección es & lt;#& gt;
",en,"We walked from my moms. Right on stagwood pass right on winterstone left on victors hill. Address is &lt;#&gt;
"
3098,0,"Yo, you at jp and hungry like a mofo?
",0,"¿Estás en JP y hambriento como un mofo?
",en,"Yo, you at jp and hungry like a mofo?
"
3099,0,"This is all just creepy and crazy to me.
",0,"Todo esto es simplemente espeluznante y loco para mí.
",en,"This is all just creepy and crazy to me.
"
3100,0,"Ok... I din get ur msg...
",0,"Ok ... me entiendo tu mensaje ...
",en,"Ok... I din get ur msg...
"
3101,0,"Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas
",0,"Tessy ... por favor hazme un favor. Por favor transmitan mis deseos de cumpleaños a Nimya ... por favor no lo olviden. Hoy es su cumpleaños shijas
",en,"Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas
"
3102,0,"Pathaya enketa maraikara pa'
",0,"PATHAYA ENKETA MARAIKARA PA '
",ta,"Pathaya enketa maraikara pa'
"
3103,0,"Even if he my friend he is a priest call him now
",0,"Incluso si él mi amigo es un sacerdote, llámalo ahora
",en,"Even if he my friend he is a priest call him now
"
3104,0,"U so lousy, run already come back then half dead... Hee...
",0,"Eres tan pésimo, corre, ya vuelves desde entonces medio muerto ... ji ...
",en,"U so lousy, run already come back then half dead... Hee...
"
3105,0,"That's y i said it's bad dat all e gals know u... Wat u doing now?
",0,"Eso es y dije que es malo que todos los Gals te saben ... ¿Qué estás haciendo ahora?
",en,"That's y i said it's bad dat all e gals know u... Wat u doing now?
"
3106,0,"Or remind me in a few hrs.
",0,"O recuérdame en unas pocas horas.
",en,"Or remind me in a few hrs.
"
3107,0,"I had been hoping i would not have to send you this message. My rent is due and i dont have enough for it. My reserves are completely gone. Its a loan i need and was hoping you could her. The balance is  &lt;#&gt; . Is there a way i could get that from you, till mid march when i hope to pay back.
",0,"Esperaba no tener que enviarte este mensaje. Mi alquiler se debe y no tengo suficiente para ello. Mis reservas se han ido por completo. Es un préstamo que necesito y esperaba que la pudieras. El saldo es & lt;#& gt; . ¿Hay alguna manera de obtener eso de ti, hasta mediados de marzo cuando espero pagar?
",en,"I had been hoping i would not have to send you this message. My rent is due and i dont have enough for it. My reserves are completely gone. Its a loan i need and was hoping you could her. The balance is  &lt;#&gt; . Is there a way i could get that from you, till mid march when i hope to pay back.
"
3108,0,"Hi. Happy New Year. I dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is. Thanks
",0,"Hola. Feliz año nuevo. No pretendo entrometerse, pero ¿puedes decirme por favor cuánta matrícula pagaste el semestre pasado y cuánto es este semestre? Gracias
",en,"Hi. Happy New Year. I dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is. Thanks
"
3109,0,"Hello hun how ru? Its here by the way. Im good. Been on 2 dates with that guy i met in walkabout so far. We have to meet up soon. Hows everyone else?
",0,"Hola cariño, ¿cómo estás? Está aquí por cierto. Estoy bien. He estado en 2 fechas con ese tipo que conocí en Walkabout hasta ahora. Tenemos que reunirnos pronto. ¿Cómo están todos los demás?
",en,"Hello hun how ru? Its here by the way. Im good. Been on 2 dates with that guy i met in walkabout so far. We have to meet up soon. Hows everyone else?
"
3110,0,"Lol I was gonna last month. I cashed some in but I left &lt;#&gt; just in case. I was collecting more during the week cause they announced it on the blog.
",0,"LOL iba al mes pasado. Cobrara algunos pero me fui & lt;#& gt; por si acaso. Estaba recolectando más durante la semana porque lo anunciaron en el blog.
",en,"Lol I was gonna last month. I cashed some in but I left &lt;#&gt; just in case. I was collecting more during the week cause they announced it on the blog.
"
3111,1,"Good Luck! Draw takes place 28th Feb 06. Good Luck! For removal send STOP to 87239 customer services 08708034412
",0,"¡Buena suerte! El sorteo tiene lugar el 28 de febrero del 06 de febrero. ¡Buena suerte! Para la eliminación, envíe una parada a 87239 Servicios al cliente 08708034412
",en,"Good Luck! Draw takes place 28th Feb 06. Good Luck! For removal send STOP to 87239 customer services 08708034412
"
3112,0,"Short But Cute : "" Be a good person , but dont try to prove"" ..... Gud mrng...
",0,"Breve pero lindo: ""Sé una buena persona, pero no intentes probar"" ..... Gud Mrng ...
",en,"Short But Cute : "" Be a good person , but dont try to prove"" ..... Gud mrng...
"
3113,0,"Just haven't decided where yet eh ?
",0,"Simplemente no he decidido dónde todavía, ¿eh?
",en,"Just haven't decided where yet eh ?
"
3114,0,"Wat time liao, where still got.
",0,"Wat Time Liao, donde todavía tienes.
",en,"Wat time liao, where still got.
"
3115,0,"Yes watching footie but worried we're going to blow it - Phil Neville?
",0,"Sí, viendo Footie pero preocupado de que lo volaremos, ¿Phil Neville?
",en,"Yes watching footie but worried we're going to blow it - Phil Neville?
"
3116,0,"I wait 4 ü inside da car park...
",0,"Espero 4 ü dentro del aparcamiento ...
",en,"I wait 4 ü inside da car park...
"
3117,0,"Uncle Abbey! Happy New Year. Abiola
",0,"¡Tío Abbey! Feliz año nuevo. Abiola
",en,"Uncle Abbey! Happy New Year. Abiola
"
3118,0,"Now am free call me pa.
",0,"Ahora soy libre, llámame Pa.
",en,"Now am free call me pa.
"
3119,0,"R u saying i should re order the slippers cos i had to pay for returning it.
",0,"¿Estás diciendo que debería ordenar las zapatillas porque tuve que pagar por devolverlo?
",en,"R u saying i should re order the slippers cos i had to pay for returning it.
"
3120,0,"Stop knowing me so well!
",0,"¡Deja de conocerme tan bien!
",en,"Stop knowing me so well!
"
3121,0,"Good evening! this is roger. How are you?
",0,"¡Buenas noches! Este es Roger. ¿Cómo estás?
",en,"Good evening! this is roger. How are you?
"
3122,0,"Small problem in auction:)punj now asking tiwary
",0,"Pequeño problema en acción :) Punj ahora preguntando a tiwary
",mr,"Small problem in auction:)punj now asking tiwary
"
3123,1,"Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+
",0,"Entrada gratuita en 2 una composición semanal para tener la oportunidad de ganar un iPod. TXT POD a 80182 para obtener la entrada (tasa de txt std) aplica 08452810073 para más detalles 18+
",en,"Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+
"
3124,0,"He telling not to tell any one. If so treat for me hi hi hi
",0,"Él le dice que no le cuente a nadie. Si es así, trate por mi hola hola
",en,"He telling not to tell any one. If so treat for me hi hi hi
"
3125,0,"My uncles in Atlanta. Wish you guys a great semester.
",0,"Mis tíos en Atlanta. Les deseo un gran semestre.
",en,"My uncles in Atlanta. Wish you guys a great semester.
"
3126,1,"1st wk FREE! Gr8 tones str8 2 u each wk. Txt NOKIA ON to 8007 for Classic Nokia tones or HIT ON to 8007 for Polys. Nokia/150p Poly/200p 16+
",0,"¡1ª semana gratis! Gr8 tonos str8 2 u cada semana. Txt Nokia a 8007 para tonos clásicos de Nokia o alcanzó 8007 para Polys. Nokia/150p Poly/200p 16+
",en,"1st wk FREE! Gr8 tones str8 2 u each wk. Txt NOKIA ON to 8007 for Classic Nokia tones or HIT ON to 8007 for Polys. Nokia/150p Poly/200p 16+
"
3127,0,"U coming 2 pick me?
",0,"Vienes 2 elige yo?
",en,"U coming 2 pick me?
"
3128,0,"Thats cool. i liked your photos. You are very sexy!
",0,"Eso es genial. Me gustaron tus fotos. ¡Eres muy sexy!
",en,"Thats cool. i liked your photos. You are very sexy!
"
3129,0,"would u fuckin believe it they didnt know i had thurs pre booked off so they re cancelled me AGAIN! that needs to b sacked
",0,"¿Podrías creer que no sabían que tenía el jueves reservado, así que me cancelaron de nuevo! que necesita besp sacked
",en,"would u fuckin believe it they didnt know i had thurs pre booked off so they re cancelled me AGAIN! that needs to b sacked
"
3130,0,"Haha better late than ever, any way I could swing by?
",0,"Jaja mejor tarde que nunca, ¿de alguna manera que pudiera pasar?
",en,"Haha better late than ever, any way I could swing by?
"
3131,0,"Ok. But i finish at 6.
",0,"Está bien. Pero termino a las 6.
",en,"Ok. But i finish at 6.
"
3132,1,"LookAtMe!: Thanks for your purchase of a video clip from LookAtMe!, you've been charged 35p. Think you can do better? Why not send a video in a MMSto 32323.
",0,"¡Lookatme!: Gracias por su compra de un video clip de Lookatme!, Se ha cobrado 35p. ¿Crees poder hacerlo mejor? ¿Por qué no enviar un video en un MMSTO 32323?
",en,"LookAtMe!: Thanks for your purchase of a video clip from LookAtMe!, you've been charged 35p. Think you can do better? Why not send a video in a MMSto 32323.
"
3133,0,"I've been barred from all B and Q stores for life!?This twat in orange dungerees came up to me and asked if I wanted decking? So I got the first punch in!!
",0,"¡Me han prohibido todas las tiendas B y Q de la vida! Este twat en naranja Dungerees se me acercó y me preguntó si quería cubrir la cubierta. ¡Así que obtuve el primer golpe!
",en,"I've been barred from all B and Q stores for life!?This twat in orange dungerees came up to me and asked if I wanted decking? So I got the first punch in!!
"
3134,0,"So no messages. Had food?
",0,"Así que no hay mensajes. ¿Tenía comida?
",en,"So no messages. Had food?
"
3135,0,"Ok going to sleep. Hope i can meet her.
",0,"Ok, me voy a dormir. Espero poder conocerla.
",en,"Ok going to sleep. Hope i can meet her.
"
3136,0,"Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!
",0,"Lo que hace que algunas personas estén más queridas no es solo de la felicidad que sientes cuando te encuentras, sino de dolor que sientes cuando extrañas al demo!
",en,"Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!
"
3137,0,"Can you let me know details of fri when u find out cos I'm not in tom or fri. mentionned chinese. Thanks
",0,"¿Puedes hacerme saber los detalles de viernes cuando descubres porque no estoy en Tom o viernes? Mencionado chino. Gracias
",en,"Can you let me know details of fri when u find out cos I'm not in tom or fri. mentionned chinese. Thanks
"
3138,0,"You're right I have now that I think about it
",0,"Tienes razón, ahora tengo que lo pienso
",en,"You're right I have now that I think about it
"
3139,0,"Wat r u doing now?
",0,"¿Que estas haciendo?
",en,"Wat r u doing now?
"
3140,0,"Is ur lecture over?
",0,"¿Tu conferencia ha terminado?
",en,"Is ur lecture over?
"
3141,1,"sexy sexy cum and text me im wet and warm and ready for some porn! u up for some fun? THIS MSG IS FREE RECD MSGS 150P INC VAT 2 CANCEL TEXT STOP
",0,"Sexy Cum y envíame un mensaje de texto, estoy mojado, cálido y listo para un poco de porno. ¿Estás por diversión? Este MSG es gratuito RECD MSGS 150P Inc IVAT 2 Cancelar Text Stop
",en,"sexy sexy cum and text me im wet and warm and ready for some porn! u up for some fun? THIS MSG IS FREE RECD MSGS 150P INC VAT 2 CANCEL TEXT STOP
"
3142,0,"Customer place i will call you
",0,"Lugar del cliente Te llamaré
",en,"Customer place i will call you
"
3143,0,"Not planned yet :)going to join company on jan 5 only.don know what will happen after that.
",0,"Aún no está planeado :) solo se unirá a la compañía el 5 de enero. Don saber qué sucederá después de eso.
",en,"Not planned yet :)going to join company on jan 5 only.don know what will happen after that.
"
3144,0,"Boy; I love u Grl: Hogolo Boy: gold chain kodstini Grl: Agalla Boy: necklace madstini Grl: agalla Boy: Hogli 1 mutai eerulli kodthini! Grl: I love U kano;-)
",0,"Chico; I Love U Grl: Hogolo Boy: Gold Chain Kodstini Grl: Agalla Boy: Collar Madstini Grl: Agalla Boy: Hogli 1 Mutai Eerulli Kodthini! Grl: Te amo Kano ;-)
",kn,"Boy; I love u Grl: Hogolo Boy: gold chain kodstini Grl: Agalla Boy: necklace madstini Grl: agalla Boy: Hogli 1 mutai eerulli kodthini! Grl: I love U kano;-)
"
3145,0,"Haha I heard that, text me when you're around
",0,"Jaja escuché eso, envíame un mensaje de texto cuando estés cerca
",en,"Haha I heard that, text me when you're around
"
3146,0,"I.ll get there tomorrow and send it to you
",0,"Llegará mañana y te lo enviaré
",en,"I.ll get there tomorrow and send it to you
"
3147,0,"""SHIT BABE.. THASA BIT MESSED UP.YEH, SHE SHUDVETOLD U. DID URGRAN KNOW?NEWAY, ILLSPEAK 2 U2MORO WEN IM NOT ASLEEP...""
",0,"""Mierda nena ... thasa se desordenó.
",en,"""SHIT BABE.. THASA BIT MESSED UP.YEH, SHE SHUDVETOLD U. DID URGRAN KNOW?NEWAY, ILLSPEAK 2 U2MORO WEN IM NOT ASLEEP...""
"
3148,0,"Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night
",0,"¡Oh, eso es tarde! Bueno, que tengas una buena noche y te llamaré mañana. Ahora voy a ir a dormir la noche de la noche
",en,"Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night
"
3149,0,"""CHEERS U TEX MECAUSE U WEREBORED! YEAH OKDEN HUNNY R UIN WK SAT?SOUNDS LIKEYOUR HAVIN GR8FUN J! KEEP UPDAT COUNTINLOTS OF LOVEME XXXXX.""
",0,"""¡Saludos, texas, ¿te quedaste?
",en,"""CHEERS U TEX MECAUSE U WEREBORED! YEAH OKDEN HUNNY R UIN WK SAT?SOUNDS LIKEYOUR HAVIN GR8FUN J! KEEP UPDAT COUNTINLOTS OF LOVEME XXXXX.""
"
3150,0,"Sorry,  in meeting I'll call you later
",0,"Lo siento, en la reunión te llamaré más tarde
",en,"Sorry,  in meeting I'll call you later
"
3151,0,"Yo! Howz u? girls never rang after india. L
",0,"¡Yo! ¿Cómo estás? Las chicas nunca sonaron después de la India. L
",en,"Yo! Howz u? girls never rang after india. L
"
3152,0,"Yeah but which is worse for i
",0,"Sí, pero que es peor para yo
",en,"Yeah but which is worse for i
"
3153,1,"Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX
",0,"Hard Live 121 Chat solo 60p/min. Elija a su chica y conéctese en vivo. ¡Llame al 09094646899 ahora! Chat barato el servicio en vivo más grande del Reino Unido. VU BCM1896WC1N3XX
",en,"Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX
"
3154,0,"I tagged MY friends that you seemed to count as YOUR friends.
",0,"Etiqueté a mis amigos que parecían contar como sus amigos.
",en,"I tagged MY friends that you seemed to count as YOUR friends.
"
3155,1,"Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx
",0,"No se escucha de U4 un tiempo. Llame al 4 del chat grosero Línea privada 01223585334 a Cum. Wan 2c Pics of Me Gettin Shagged y luego de mensaje de texto a 8552. 2 ENVENE ENVIAR 8552 SAM XXX
",en,"Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx
"
3156,0,"Ok...
",0,"OK...
",en,"Ok...
"
3157,0,"Long time. You remember me today.
",0,"Largo tiempo. Me acuerdas de mí hoy.
",en,"Long time. You remember me today.
"
3158,0,"Havent shopping now lor i juz arrive only
",0,"No he comprado ahora para que solo llego
",en,"Havent shopping now lor i juz arrive only
"
3159,0,"Thank u. IT BETTER WORK OUT CAUSE I WILL FEEL USED OTHERWISE
",0,"Gracias. Es mejor que funcione porque me sentiré usado de otra manera
",en,"Thank u. IT BETTER WORK OUT CAUSE I WILL FEEL USED OTHERWISE
"
3160,0,"Are you up for the challenge? I know i am :)
",0,"¿Estás preparado para el reto? Sé quien soy :)
",en,"Are you up for the challenge? I know i am :)
"
3161,0,"How much did ur hdd casing cost.
",0,"¿Cuánto costó su carcasa en HDD?
",en,"How much did ur hdd casing cost.
"
3162,0,"Mystery solved! Just opened my email and he's sent me another batch! Isn't he a sweetie
",0,"¡Misterio resuelto! ¡Acabo de abrir mi correo electrónico y me envió otro lote! ¿No es un cariño?
",en,"Mystery solved! Just opened my email and he's sent me another batch! Isn't he a sweetie
"
3163,0,"I can't describe how lucky you are that I'm actually awake by noon
",0,"No puedo describir lo afortunado que tienes de que estoy realmente despierto al mediodía
",en,"I can't describe how lucky you are that I'm actually awake by noon
"
3164,1,"This is the 2nd time we have tried to contact u. U have won the £1450 prize to claim just call 09053750005 b4 310303. T&Cs/stop SMS 08718725756. 140ppm
",0,"Esta es la segunda vez que hemos intentado contactar a U. Has ganado el premio de £ 1450 para reclamar, solo llame al 09053750005 B4 310303. T & CS/Stop SMS 08718725756. 140ppm
",en,"This is the 2nd time we have tried to contact u. U have won the £1450 prize to claim just call 09053750005 b4 310303. T&Cs/stop SMS 08718725756. 140ppm
"
3165,0,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD
",0,"Hoy es el día de lo siento.! Si alguna vez estaba enojado contigo, si alguna vez te portaba mal o te lastimé? por favor, por favor, solo abofetúrate, es tu culpa, soy básicamente bueno
",en,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD
"
3166,0,"Cheers for the card ... Is it that time of year already?
",0,"Saludos por la tarjeta ... ¿ya es esa época del año?
",en,"Cheers for the card ... Is it that time of year already?
"
3167,1,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k
",0,"Fantasías en vivo calientes Llame ahora 08707509020 solo 20p por minuto NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..K
",en,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k
"
3168,0,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL
",0,"Cuando las personas ven mis mensajes, piensan que estoy adicto a la mueca ... ¡están equivocados, porque no saben que soy adicto a mis dulces amigos ...! Bslvyl
",en,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL
"
3169,0,"Ugh hopefully the asus ppl dont randomly do a reformat.
",0,"Uf a la gente de Asus no hace un reformato al azar.
",en,"Ugh hopefully the asus ppl dont randomly do a reformat.
"
3170,0,"Haven't seen my facebook, huh? Lol!
",0,"No he visto mi Facebook, ¿eh? ¡Jajaja!
",en,"Haven't seen my facebook, huh? Lol!
"
3171,0,"Mah b, I'll pick it up tomorrow
",0,"Mah B, lo recogeré mañana
",en,"Mah b, I'll pick it up tomorrow
"
3172,0,"Still otside le..u come 2morrow maga..
",0,"Todavía busca le ... u ven 2morrow duermen ..
",et,"Still otside le..u come 2morrow maga..
"
3173,0,"Do u still have plumbers tape and a wrench we could borrow?
",0,"¿Todavía tienes cinta adhesiva y una llave que podríamos pedir prestado?
",en,"Do u still have plumbers tape and a wrench we could borrow?
"
3174,1,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/reward. Ts&Cs apply.
",0,"Estimado titular del cupón, para reclamar la oferta de esta semana, en su PC, visite http://www.e-tlp.co.uk/reward. TS y CS se aplican.
",en,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/reward. Ts&Cs apply.
"
3175,0,"It vl bcum more difficult..
",0,"Es más difícil ...
",en,"It vl bcum more difficult..
"
3176,1,"UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise of£2000 CASH 18+only. To opt out txt X to 07786200117
",0,"¡Vas 2 Bahamas! CallFreefone 08081560665 y hable con un operador en vivo para reclamar Bahamas Cruise de £ 2000 en efectivo 18+solamente. Para optar por no participar TXT X a 07786200117
",en,"UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise of£2000 CASH 18+only. To opt out txt X to 07786200117
"
3177,0,"Havent still waitin as usual... Ü come back sch oredi?
",0,"¿Todavía no he esperado como de costumbre ... ü regresa Sch oredi?
",en,"Havent still waitin as usual... Ü come back sch oredi?
"
3178,0,"In meeting da. I will call you
",0,"En la reunión da. Te llamaré
",en,"In meeting da. I will call you
"
3179,0,"K k :-):-) then watch some films.
",0,"K K :-) :-) Luego mira algunas películas.
",en,"K k :-):-) then watch some films.
"
3180,0,"Does cinema plus drink appeal tomo? * Is a fr thriller by director i like on at mac at 8.30.
",0,"¿Cinema Plus Drink apela tomo? * Es un thriller de FR del director que me gusta en Mac a las 8.30.
",en,"Does cinema plus drink appeal tomo? * Is a fr thriller by director i like on at mac at 8.30.
"
3181,0,"There the size of elephant tablets & u shove um up ur ass!!
",0,"¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡
",en,"There the size of elephant tablets & u shove um up ur ass!!
"
3182,0,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. take cr da
",0,"Mucha gente parece ser especial a primera vista, pero solo muy pocos seguirán siendo especial para usted hasta su última vista. Manténgalos hasta que termine la vida ... Tome Cr Da
",en,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. take cr da
"
3183,0,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!
",0,"Mis padres, mi hijo, mis amigos y mis colegas. Todos gritando .. sorpresa !! y estaba esperando en el sofá ... ... ..... 'desnudo ...!
",en,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!
"
3184,0,"Dunno i juz askin cos i got a card got 20% off 4 a salon called hair sense so i tot it's da one ü cut ur hair. 
",0,"No sé, juz preguntando porque obtuve una tarjeta que obtuve un 20% de descuento en 4 un salón llamado Sense Sense, así que yo es que es un ü cortado tu cabello.
",en,"Dunno i juz askin cos i got a card got 20% off 4 a salon called hair sense so i tot it's da one ü cut ur hair. 
"
3185,0,"Good morning pookie pie! Lol hope I didn't wake u up
",0,"¡Buenos días pastel de pookie! Jajaja espero que no te haya despertado
",en,"Good morning pookie pie! Lol hope I didn't wake u up
"
3186,0,"MAYBE IF YOU WOKE UP BEFORE FUCKING 3 THIS WOULDN'T BE A PROBLEM.
",0,"Tal vez si te despertaras antes de follar 3, esto no sería un problema.
",en,"MAYBE IF YOU WOKE UP BEFORE FUCKING 3 THIS WOULDN'T BE A PROBLEM.
"
3187,0,"Happy birthday to you....dear.with lots of love.rakhesh NRI
",0,"Feliz cumpleaños para ti .... querida. Con mucho amor. Rakhesh Nri
",en,"Happy birthday to you....dear.with lots of love.rakhesh NRI
"
3188,0,"Howz that persons story
",0,"Howz That People Story
",en,"Howz that persons story
"
3189,1,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate
",0,"Esta es la segunda vez que hemos probado 2 contacto u. Has ganado el premio de 750 libras. 2 Reclamo es fácil, llame al 08712101358 ahora! Solo 10p por min. BT-Nacional
",en,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate
"
3190,0,"X2  &lt;#&gt; . Are you going to get that
",0,"X2 & lt;#& gt; . Vas a conseguir eso
",en,"X2  &lt;#&gt; . Are you going to get that
"
3191,0,"Hi neva worry bout da truth coz the truth will lead me 2 ur heart. Its the least a unique person like u deserve. Sleep tight or morning
",0,"Hola neva preocupación por la verdad porque la verdad me llevará 2 tu corazón. Es la menos una persona única como te mereces. Duerme apretado o mañana
",en,"Hi neva worry bout da truth coz the truth will lead me 2 ur heart. Its the least a unique person like u deserve. Sleep tight or morning
"
3192,1,"UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039.SkilGme.TsCs087147403231Winawk!Age16+£1.50perWKsub
",0,"Usted otorgó un descanso en la ciudad y podría ganar una juerga de compras de verano de £ 200 cada semana. TXT Store a 88039.skilgme.tscs087147403231winawk! Age16+£ 1.50perwksub
",en,"UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039.SkilGme.TsCs087147403231Winawk!Age16+£1.50perWKsub
"
3193,0,"Is ur paper today in e morn or aft?
",0,"¿Está tu papel hoy en E por la mañana o en popa?
",en,"Is ur paper today in e morn or aft?
"
3194,0,"I will lick up every drop :) are you ready to use your mouth as well?
",0,"Lamentaré cada gota :) ¿Estás listo para usar tu boca también?
",en,"I will lick up every drop :) are you ready to use your mouth as well?
"
3195,0,"And you! Will expect you whenever you text! Hope all goes well tomo 
",0,"¡Y tú! ¡Te esperaré cuando envíes mensajes de texto! Espero que todo vaya bien Tomo
",en,"And you! Will expect you whenever you text! Hope all goes well tomo 
"
3196,0,"Great. P diddy is my neighbor and comes for toothpaste every morning
",0,"Excelente. P Diddy es mi vecino y viene a la pasta de dientes todas las mañanas
",en,"Great. P diddy is my neighbor and comes for toothpaste every morning
"
3197,0,"I av a new number,  . Wil u only use this one,ta.
",0,"AV un nuevo número ,. Solo usas este, ta.
",en,"I av a new number,  . Wil u only use this one,ta.
"
3198,0,"So its to be poking man everyday that they teach you in canada abi! How are you. Just saying hi.
",0,"¡Así que es hacer un hombre todos los días que te enseñan en Canadá Abi! Cómo estás. Solo diciendo hola.
",en,"So its to be poking man everyday that they teach you in canada abi! How are you. Just saying hi.
"
3199,0,"7 lor... Change 2 suntec... Wat time u coming?
",0,"7 lor ... cambiar 2 suntec ... ¿qué hora vienes?
",en,"7 lor... Change 2 suntec... Wat time u coming?
"
3200,0,"No de.am seeing in online shop so that i asked.
",0,"No se ve en la tienda en línea para preguntar.
",en,"No de.am seeing in online shop so that i asked.
"
3201,0,"Just curious because my cuz asked what I was up to
",0,"Solo curioso porque mi porque me preguntó qué estaba haciendo
",en,"Just curious because my cuz asked what I was up to
"
3202,0,"Nice.nice.how is it working?
",0,"Bonito.nice. ¿Cómo está funcionando?
",en,"Nice.nice.how is it working?
"
3203,0,"Okay lor... Wah... like that def they wont let us go... Haha... What did they say in the terms and conditions?
",0,"Bien, lor ... wah ... como ese, definitivamente no nos dejarán ir ... jaja ... ¿qué dijeron en los términos y condiciones?
",en,"Okay lor... Wah... like that def they wont let us go... Haha... What did they say in the terms and conditions?
"
3204,0,"Haha... Yup hopefully  we will lose a few kg by mon. after hip hop can go orchard and weigh again
",0,"Jaja ... sí, espero que perdamos unos kg por lun. Después de que el hip hop pueda ir a huerto y pesar nuevamente
",en,"Haha... Yup hopefully  we will lose a few kg by mon. after hip hop can go orchard and weigh again
"
3205,0,"She's good. How are you. Where r u working now
",0,"Ella es buena. Cómo estás. Donde estás trabajando ahora
",en,"She's good. How are you. Where r u working now
"
3206,0,"Oh, yes, I've just been a little under the weather so i've kind of been coccooning at home
",0,"Oh, sí, he estado un poco bajo el clima, así que he estado cocinando en casa
",en,"Oh, yes, I've just been a little under the weather so i've kind of been coccooning at home
"
